pid,price,price_currency,price_timeframe,month,year,area,larea,type,otype,cid,rid,did,tagged_sid,renovation,nrooms,nbeds,nbaths,nbalcs,wfloor,status
488100,1100,dollar,month,10,2015,83,,for_rent,commercial_estate,Tbilisi,Vake-Saburtalo,,,,,,1,,,
488099,20000,dollar,,10,2015,400,1000,for_sale,private_house,Gardabani,,,,Old renovated,5,3,2,1,,old building
488096,350,dollar,month,10,2015,55,,for_rent,flat,Batumi,,,,Newly renovated,2,1,1,1,7,new building
488089,220,dollar,month,10,2015,36,,for_rent,flat,Tbilisi,Vake-Saburtalo,Saburtalo,,Renovated,1,1,1,,4,old building
488086,32000,dollar,,10,2015,53,,for_sale,flat,Tbilisi,Gldani-Nadzaladevi,Sanzona,Guramishvili avenue,Black Frame,2,3,1,1,6,new building
407490,280,dollar,month,10,2015,40,,for_rent,flat,Batumi,,,,Eurostandard,1,1,1,1,27,new building
488071,450,dollar,month,10,2015,120,,for_rent,flat,Tbilisi,Old Tbilisi,Vera,Rcheulishvili st.,Newly renovated,4,3,1,1,6,old building
407517,280,dollar,month,10,2015,38,,for_rent,flat,Batumi,,,,Eurostandard,1,1,1,1,27,new building
407525,60,lari,day,10,2015,36,,for_rent,flat,Batumi,,,,Eurostandard,1,1,1,1,27,new building
431741,40000,dollar,,10,2015,,1300,for_sale,land,Tbilisi,Didgori,Tabakhmela,,,,,,,,
488055,27000,dollar,,10,2015,86,,for_sale,flat,Tbilisi,Vake-Saburtalo,Saburtalo,Kavtaradze st.,Black Frame,3,2,1,,5,old building
488051,35000,dollar,,10,2015,80,,for_lease,flat,Tbilisi,Didube-Chugureti,Chugureti,Pasteri st.,Old renovated,3,2,1,1,2,old building
488048,48000,dollar,,10,2015,87,,for_sale,flat,Tbilisi,Vake-Saburtalo,Didi digomi,,W/o renovation,4,3,1,1,8,old building
488045,80000,dollar,,10,2015,80,,for_sale,flat,Tbilisi,Didube-Chugureti,Chugureti,Pasteri st.,Old renovated,3,2,1,1,2,old building
488044,1,dollar,,10,2015,2700,,for_sale,flat,Tbilisi,Vake-Saburtalo,Vake,N. Djvania st.,Partially white frame,99,100,100,100,6,under construction
397164,49500,dollar,,10,2015,80,,for_sale,flat,Tbilisi,Vake-Saburtalo,Didi digomi,Giorgi Brtskinvale st.,W/o renovation,3,2,2,2,8,old building
